ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
720,272,Pasteurellosis,Pasteurellosis
542,478,Viral meningitis NEC,Other specified viral meningitis
10350,67333,Ob pyemic embol-antepart,"Obstetrical pyemic and septic embolism, antepartum condition or complication"
11087,V6549,Other specfd counseling,Other specified counseling
2947,3071,Anorexia nervosa,Anorexia nervosa
10260,86802,Biliary tract injury-cl,"Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder"
14503,V812,Screen-cardiovasc NEC,Screening for other and unspecified cardiovascular conditions
4182,37990,Eye disorder NOS,"Disorder of eye, unspecified"
9390,79009,Abnormal RBC NEC,Other abnormality of red blood cells
9126,85215,Op subarach hem-deep com,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
908,1373,Late eff bone & joint TB,Late effects of tuberculosis of bones and joints
2225,2813,Megaloblastic anemia NEC,Other specified megaloblastic anemias not elsewhere classified
4334,40599,Second hypertension NEC,Other unspecified secondary hypertension
1798,2448,Acquired hypothyroid NEC,Other specified acquired hypothyroidism
10263,86809,Intra-abdom inj NEC-clos,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
566,5311,Geniculate herpes zoster,Geniculate herpes zoster
3145,2853,Anemia d/t antineo chemo,Antineoplastic chemotherapy induced anemia
13333,V1060,Hx of leukemia NOS,"Personal history of leukemia, unspecified"
10286,81109,Fx scapula NEC-closed,"Closed fracture of scapula, other"
3178,2881,Function dis neutrophils,Functional disorders of polymorphonuclear neutrophils
8434,71239,Chondrocalcin NOS-mult,"Chondrocalcinosis, unspecified, multiple sites"
11395,99581,Adult physical abuse,Adult physical abuse
4185,37993,Redness/discharge of eye,Redness or discharge of eye
4675,37289,Conjunctiva disorder NEC,Other disorders of conjunctiva
9621,E0070,Tackle football,Activities involving american tackle football
8001,85182,Brain lac NEC-brief coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
9351,78904,Abdmnal pain lt lwr quad,"Abdominal pain, left lower quadrant"
596,5472,H simplex meningitis,Herpes simplex meningitis
1758,23876,Myelofi w myelo metaplas,Myelofibrosis with myeloid metaplasia
2421,2125,Benign neo mediastinum,Benign neoplasm of mediastinum
2629,30011,Conversion disorder,Conversion disorder
612,1803,Ac miliary tb-micro dx,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
3054,31539,Speech/language dis NEC,Other developmental speech or language disorder
8160,71101,Pyogen arthritis-shlder,"Pyogenic arthritis, shoulder region"
10436,9171,Abrasion foot/toe-infec,"Abrasion or friction burn of foot and toe(s), infected"
13807,72888,Rhabdomyolysis,Rhabdomyolysis
12790,V5849,Postop oth specfd aftrcr,Other specified aftercare following surgery
3791,3529,Cranial nerve dis NOS,Unspecified disorder of cranial nerves
8953,77982,Neonatal tachycardia,Neonatal tachycardia
12042,V556,Atten to urinostomy NEC,Attention to other artificial opening of urinary tract
13422,E8782,Abn react-anastom/graft,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
12345,99682,Compl liver transplant,Complications of transplanted liver
2659,3014,Obsessive-compulsive dis,Obsessive-compulsive personality disorder
8715,7704,Primary atelectasis,Primary atelectasis
9672,E0161,Gardening/landscaping,Activities involving gardening and landscaping
6685,64303,Mild hyperemesis-antepar,"Mild hyperemesis gravidarum, antepartum condition or complication"
11726,E963,Assault-hanging/strangul,Assault by hanging and strangulation
8950,7796,Termination of pregnancy,Termination of pregnancy (fetus)
12607,E9306,Adv eff antmycob antbiot,Antimycobacterial antibiotics causing adverse effects in therapeutic use
8682,7672,Clavicle fx at birth,Fracture of clavicle due to birth trauma
8163,71104,Pyogen arthritis-hand,"Pyogenic arthritis, hand"
561,527,Varicella complicat NEC,Chickenpox with other specified complications
9523,95892,Trauma comp synd low ext,Traumatic compartment syndrome of lower extremity
7952,80141,Cl skul base fx w/o coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
1747,2381,Unc behav neo soft tissu,Neoplasm of uncertain behavior of connective and other soft tissue
9447,V1351,Hx pathological fracture,Personal history of pathologic fracture
2023,1912,Mal neo temporal lobe,Malignant neoplasm of temporal lobe
576,5379,H zoster complicated NEC,Herpes zoster with other specified complications
5170,51634,Resp brncio interst lung,Respiratory bronchiolitis interstitial lung disease
8702,769,Respiratory distress syn,Respiratory distress syndrome in newborn
904,1369,Infect/parasite dis NOS,Unspecified infectious and parasitic diseases
3788,3524,Accessory nerve disorder,Disorders of accessory [11th] nerve
1248,1598,Mal neo gi/intra-abd NEC,Malignant neoplasm of other sites of digestive system and intra-abdominal organs
6204,60883,Male gen vascul dis NEC,Vascular disorders of male genital organs
10374,90081,Inj extern jugular vein,Injury to external jugular vein
1829,24980,Sec DM oth nt st uncontr,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified"
2918,30562,Cocaine abuse-episodic,"Cocaine abuse, episodic"
5955,5262,Cysts of jaws NEC,Other cysts of jaws
452,980,Acute gc infect lower gu,Gonococcal infection (acute) of lower genitourinary tract
12417,80475,Opn skl/oth fx-deep coma,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
1804,2454,Iatrogenic thyroiditis,Iatrogenic thyroiditis
9412,8081,Fracture acetabulum-open,Open fracture of acetabulum
5903,5839,Nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney"
379,880,Bartonellosis,Bartonellosis
10212,9165,Insect bite hip/leg-inf,"Insect bite, nonvenomous of hip, thigh, leg, and ankle, infected"
7122,66001,Obstruc/fet malpos-deliv,"Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition"
8961,78003,Persistent vegtv state,Persistent vegetative state
7748,6981,Pruritus of genitalia,Pruritus of genital organs
9527,9140,Abrasion hand,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection"
13060,V091,Inf mcrg rstn b-lactam,Infection with microorganisms resistant to cephalosporins and other B-lactam antibiotics
10885,73681,Unequal leg length,Unequal leg length (acquired)
8984,78064,Chills (without fever),Chills (without fever)
6318,5929,Urinary calculus NOS,"Urinary calculus, unspecified"
12645,E9344,Adv eff fibrinolysis agt,Fibrinolysis-affecting drugs causing adverse effects in therapeutic use
12029,V5426,Aftrcare path fx low leg,Aftercare for healing pathologic fracture of lower leg
5111,4940,Bronchiectas w/o ac exac,Bronchiectasis without acute exacerbation
8301,85101,Cortex contusion-no coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness"
13505,E9385,Adv eff topic/infil anes,Surface and infiltration anesthetics causing adverse effects in therapeutic use
1689,20190,Hdgk dis unsp xtrndl org,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
12466,88002,Open wound of axilla,"Open wound of axillary region, without mention of complication"
9602,9916,Hypothermia,Hypothermia
14351,E8199,Traffic acc NOS-pers NOS,Motor vehicle traffic accident of unspecified nature injuring unspecified person
8074,83805,Disl metatarsophalang-cl,Closed dislocation of metatarsophalangeal (joint)
4238,44323,Dissection renal artery,Dissection of renal artery
2057,1965,Mal neo lymph-inguin/leg,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
1219,1536,Malig neo ascend colon,Malignant neoplasm of ascending colon
361,849,Malaria complicated NEC,Other pernicious complications of malaria
11478,E8152,Mv coll w oth obj-mocycl,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
13459,E0009,Externl cause status NOS,Unspecified external cause status
4676,3729,Conjunctiva disorder NOS,Unspecified disorder of conjunctiva
12530,9762,Pois-loc astring/deterg,Poisoning by local astringents and local detergents
6191,60789,Disorder of penis NEC,Other specified disorders of penis
4936,37955,Dissociated nystagmus,Dissociated nystagmus
2094,20011,Lymphosarcoma head,"Lymphosarcoma, lymph nodes of head, face, and neck"
8289,80111,Cl skul base fx w/o coma,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
7452,8242,Fx lateral malleolus-cl,"Fracture of lateral malleolus, closed"
8256,7587,Klinefelter's syndrome,Klinefelter's syndrome
5707,63511,Legal abort w hemorr-inc,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete"
8614,71504,Gen osteoarthros-hand,"Osteoarthrosis, generalized, hand"
7198,75453,Metatarsus varus,Metatarsus varus
11717,E9589,Injury-NOS,Suicide and self-inflicted injury by unspecified means
1975,1840,Malign neopl vagina,Malignant neoplasm of vagina
2969,3076,Enuresis,Enuresis
8428,71233,Chondrocalc NOS-forearm,"Chondrocalcinosis, unspecified, forearm"
1794,2440,Postsurgical hypothyroid,Postsurgical hypothyroidism
12811,V5883,Therapeutic drug monitor,Encounter for therapeutic drug monitoring
11397,99583,Adult sexual abuse,Adult sexual abuse
6094,53500,Acute gastrtis w/o hmrhg,"Acute gastritis, without mention of hemorrhage"
13594,95203,Central cord synd/c1-c4,C1-C4 level with central cord syndrome
1733,2370,Unc behav neo pituitary,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2210,27941,Autoimmun lymphprof synd,Autoimmune lymphoproliferative syndrome
8585,8605,Traum pneumohemothor-opn,Traumatic pneumohemothorax with open wound into thorax
5823,57401,Cholelith/ac gb inf-obst,"Calculus of gallbladder with acute cholecystitis, with obstruction"
12344,99681,Compl kidney transplant,Complications of transplanted kidney
13956,V1272,Prsnl hst colonic polyps,Personal history of colonic polyps
5887,5819,Nephrotic syndrome NOS,Nephrotic syndrome with unspecified pathological lesion in kidney
7212,75502,"Polydactyly, toes",Polydactyly of toes
5358,45386,Ac embl internl jug vein,Acute venous embolism and thrombosis of internal jugular veins
5039,52540,Complete edentulism NOS,"Complete edentulism, unspecified"
1484,1228,Echinococcosis NOS liver,"Echinococcosis, unspecified, of liver"
6927,82139,Fx low end femur NEC-opn,Other open fracture of lower end of femur
10104,V161,Fm hx-trach/bronchog mal,"Family history of malignant neoplasm of trachea, bronchus, and lung"
13520,E9401,Adv eff opiat antagonist,Opiate antagonists causing adverse effects in therapeutic use
12050,71990,Joint dis NOS-unspec jt,"Unspecified disorder of joint, site unspecified"
3461,3430,Congenital diplegia,Congenital diplegia
3339,29622,Depressive psychosis-mod,"Major depressive affective disorder, single episode, moderate"
13777,86344,Sigmoid colon inj-closed,"Injury to sigmoid colon, without mention of open wound into cavity"
4146,36641,Diabetic cataract,Diabetic cataract
3562,38401,Bullous myringitis,Bullous myringitis
10320,81302,Fx coronoid proc ulna-cl,Closed fracture of coronoid process of ulna
8119,70710,Ulcer of lower limb NOS,"Ulcer of lower limb, unspecified"
3684,36970,"Low vision, one eye","Moderate or severe impairment, one eye, impairment level not further specified"
10014,73381,Malunion of fracture,Malunion of fracture
4272,4475,Necrosis of artery,Necrosis of artery
2465,2182,Subserous leiomyoma,Subserous leiomyoma of uterus
7440,82332,Fx shaft tibia w fib-opn,Open fracture of shaft of fibula with tibia
8131,70725,"Pressure ulcer,unstagebl","Pressure ulcer, unstageable"
11259,81502,Fx metacarp base NEC-cl,Closed fracture of base of other metacarpal bone(s)
6123,5373,Duodenal obstruction NEC,Other obstruction of duodenum
10056,V1381,Hx of anaphylaxis,Personal history of anaphylaxis
8594,86120,Lung injury NOS-closed,Unspecified injury of lung without mention of open wound into thorax
6656,64233,Trans hyperten-antepart,"Transient hypertension of pregnancy, antepartum condition or complication"
2707,30403,Opioid dependence-remiss,"Opioid type dependence, in remission"
12958,72705,Tenosynov hand/wrist NEC,Other tenosynovitis of hand and wrist
5162,515,Postinflam pulm fibrosis,Postinflammatory pulmonary fibrosis
5367,4550,Int hemorrhoid w/o compl,Internal hemorrhoids without mention of complication
10373,9001,Inj internl jugular vein,Injury to internal jugular vein
1748,2382,Unc behav neo skin,Neoplasm of uncertain behavior of skin
2166,27709,Cystic fibrosis NEC,Cystic fibrosis with other manifestations
5506,48232,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B"
1136,839,Rickettsiosis NOS,"Rickettsiosis, unspecified"
2649,3009,Nonpsychotic disord NOS,Unspecified nonpsychotic mental disorder
11934,V422,Heart valve transplant,Heart valve replaced by transplant
3067,3202,Streptococcal meningitis,Streptococcal meningitis
11350,9684,Pois-gen anesth NEC/NOS,Poisoning by other and unspecified general anesthetics
3831,3574,Neuropathy in other dis,Polyneuropathy in other diseases classified elsewhere
9213,71849,Jt contracture-mult jts,"Contracture of joint, multiple sites"
11335,9663,Pois-anticonvul NEC/NOS,Poisoning by other and unspecified anticonvulsants
8115,70705,"Pressure ulcer, buttock","Pressure ulcer, buttock"
8572,8028,Fx facial bone NEC-close,Closed fracture of other facial bones
1407,1121,Candidal vulvovaginitis,Candidiasis of vulva and vagina
11974,E9303,Adv eff erythromycin,Erythromycin and other macrolides causing adverse effects in therapeutic use
4307,40210,Benign hyp ht dis w/o hf,Benign hypertensive heart disease without heart failure
10078,V151,Hx-major cardiovasc surg,"Personal history of surgery to heart and great vessels, presenting hazards to health"
13418,E8768,Medical misadventure NEC,Other specified misadventures during medical care
4499,42983,Takotsubo syndrome,Takotsubo syndrome
11756,E9687,Human bite - assault,Assault by human bite
12914,9393,Foreign body penis,Foreign body in penis
10765,E9170,Sports acc w/o sub fall,Striking against or struck accidentally by objects or persons in sports
4229,44282,Subclavian aneurysm,Aneurysm of subclavian artery
14540,V8532,"BMI 32.0-32.9,adult","Body Mass Index 32.0-32.9, adult"
12062,7202,Sacroiliitis NEC,"Sacroiliitis, not elsewhere classified"
744,329,Diphtheria NOS,"Diphtheria, unspecified"
3153,28652,Acquired hemophilia,Acquired hemophilia
7612,75251,Undescended testis,Undescended testis
4564,3963,Mitral/aortic val insuff,Mitral valve insufficiency and aortic valve insufficiency
3836,35782,Crit illness neuropathy,Critical illness polyneuropathy
6241,6146,Fem pelvic periton adhes,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)"
4735,37501,Acute dacryoadenitis,Acute dacryoadenitis
1029,7020,Hpt B acte coma wo dlta,"Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta"
8635,71531,Loc osteoarth NOS-shlder,"Osteoarthrosis, localized, not specified whether primary or secondary, shoulder region"
12482,88110,Open wound forearm-compl,"Open wound of forearm, complicated"
10277,7930,Nonsp abn fd-skull/head,Nonspecific (abnormal) findings on radiological and other examination of skull and head
9039,77088,NB hypoxia,Hypoxemia of newborn
6365,5969,Bladder disorder NOS,Unspecified disorder of bladder
13563,67014,Puerp endomet-postpart,"Puerperal endometritis, postpartum condition or complication"
12454,8052,Fx dorsal vertebra-close,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
5897,5832,Membranoprolif nephr NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis"
2808,3492,Disorder of meninges NEC,"Disorders of meninges, not elsewhere classified"
9503,9563,Injury peroneal nerve,Injury to peroneal nerve
1948,1749,Malign neopl breast NOS,"Malignant neoplasm of breast (female), unspecified"
4447,4264,Rt bundle branch block,Right bundle branch block
2571,2354,Unc behav neo peritoneum,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
7408,7969,Abnormal findings NEC,Other nonspecific abnormal findings
9577,9881,Toxic effect mushrooms,Toxic effect of mushrooms eaten as food
7746,6979,Lichen NOS,"Lichen, unspecified"
1719,2357,Unc behav neo lung,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
7383,74910,Cleft lip NOS,"Cleft lip, unspecified"
12442,80506,Fx c6 vertebra-closed,Closed fracture of sixth cervical vertebra
9482,9534,Brachial plexus injury,Injury to brachial plexus
12317,92820,Crushing injury foot,Crushing injury of foot
14132,85150,Cerebel contus w opn wnd,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness"
5896,5831,Membranous nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis"
12784,V5831,Attn rem surg dressing,Encounter for change or removal of surgical wound dressing
1764,2391,Respiratory neoplasm NOS,Neoplasm of unspecified nature of respiratory system
3248,2930,Delirium d/t other cond,Delirium due to conditions classified elsewhere
11401,99589,Adverse effect NEC,"Other specified adverse effects, not elsewhere classified"
4066,36470,Adhesions of iris NOS,"Adhesions of iris, unspecified"
9255,7763,Oth neonatal coag dis,Other transient neonatal disorders of coagulation
3751,37143,Band-shaped keratopathy,Band-shaped keratopathy
4567,3970,Tricuspid valve disease,Diseases of tricuspid valve
9584,9893,Tox eff organphos/carbam,Toxic effect of organophosphate and carbamate
4395,4160,Prim pulm hypertension,Primary pulmonary hypertension
3847,3589,Myoneural disorders NOS,"Myoneural disorders, unspecified"
10330,81313,Monteggia's fx-open,Open Monteggia's fracture
10510,99567,Anphylct react milk prod,Anaphylactic reaction due to milk products
12615,E9314,Adv eff antimalarials,Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use
13401,E8744,Instrmnt fail-catheteriz,"Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization"
3455,34280,Ot sp hmiplga unspf side,Other specified hemiplegia and hemiparesis affecting unspecified side
5051,43411,Crbl emblsm w infrct,Cerebral embolism with cerebral infarction
10342,81332,Fx ulna shaft-open,Open fracture of shaft of ulna (alone)
2812,34982,Toxic encephalopathy,Toxic encephalopathy
3311,29580,Schizophrenia NEC-unspec,"Other specified types of schizophrenia, unspecified"
4267,4470,Acq arterioven fistula,"Arteriovenous fistula, acquired"
5378,4561,Esoph varices w/o bleed,Esophageal varices without mention of bleeding
8291,80113,Cl skul base fx-mod coma,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
14168,E9804,Undet pois-med agnt NEC,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted"
2058,1966,Mal neo lymph-intrapelv,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
2800,3484,Compression of brain,Compression of brain
11457,E8131,Mv-oth veh coll-pasngr,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle
12159,V020,Cholera carrier,Carrier or suspected carrier of cholera
10665,E8405,Tk off/land-aircraft NEC,Accident to powered aircraft at takeoff or landing injuring occupant of other powered aircraft
11630,99671,Comp-heart valve prosth,Other complications due to heart valve prosthesis
6603,6391,Postabortion hemorrhage,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies
534,463,Prog multifoc leukoencep,Progressive multifocal leukoencephalopathy
8672,76527,33-34 comp wks gestation,33-34 completed weeks of gestation
1814,24901,Sec DM wo comp uncontrld,"Secondary diabetes mellitus without mention of complication, uncontrolled"
3195,2890,Secondary polycythemia,"Polycythemia, secondary"
9607,94232,3rd deg burn chest wall,"Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple"
415,931,Syphilitic aortitis,Syphilitic aortitis
3083,3229,Meningitis NOS,"Meningitis, unspecified"
9497,9557,Inj nerve shldr/arm NEC,Injury to other specified nerve(s) of shoulder girdle and upper limb
6514,64934,Coagulation def-postpart,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
5146,5110,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis
13952,V1261,Prsnl hx recur pneumonia,Personal history of pneumonia (recurrent)
5912,5854,Chr kidney dis stage IV,"Chronic kidney disease, Stage IV (severe)"
11266,90225,Inj super mesenteric art,Injury to superior mesenteric artery (trunk)
2986,30924,Adjustment dis w anxiety,Adjustment disorder with anxiety
585,542,Herpetic gingivostomat,Herpetic gingivostomatitis
7573,7505,Cong pyloric stenosis,Congenital hypertrophic pyloric stenosis
2723,30443,Amphetamin depend-remiss,"Amphetamine and other psychostimulant dependence, in remission"
5809,5721,Portal pyemia,Portal pyemia
7361,74769,Oth spcf prph vscl anoml,Anomalies of other specified sites of peripheral vascular system
13818,7296,Old FB in soft tissue,Residual foreign body in soft tissue
5089,43852,Lt ef oth parals non-dom,"Late effects of cerebrovascular disease, other paralytic syndrome affecting nondominant side"
2056,1963,Mal neo lymph-axilla/arm,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
10094,V1582,History of tobacco use,Personal history of tobacco use
6404,6012,Abscess of prostate,Abscess of prostate
7536,69515,Toxic epidrml necrolysis,Toxic epidermal necrolysis
5380,45621,Esoph varice oth dis NOS,"Esophageal varices in diseases classified elsewhere, without mention of bleeding"
4477,42822,Chr systolic hrt failure,Chronic systolic heart failure
782,1354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
679,4102,Streptococcus group b,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B"
6209,60889,Male genital dis NEC,Other specified disorders of male genital organs
9333,94203,Burn NOS abdominal wall,Burn of unspecified degree of abdominal wall
7741,6965,Pityriasis NEC & NOS,Other and unspecified pityriasis
8408,71213,Dicalc phos crys-forearm,"Chondrocalcinosis, due to dicalcium phosphate crystals, forearm"
7316,74561,Ostium primum defect,Ostium primum defect
11596,E8542,Acc poisn-psychstimulant,Accidental poisoning by psychostimulants
11257,81500,Fx metacarpal NOS-closed,"Closed fracture of metacarpal bone(s), site unspecified"
3953,36230,Retinal vasc occlus NOS,"Retinal vascular occlusion, unspecified"
4437,4257,Metabolic cardiomyopathy,Nutritional and metabolic cardiomyopathy
1882,20312,Plsm cel leuk in relapse,"Plasma cell leukemia, in relapse"
12146,7842,Swelling in head & neck,"Swelling, mass, or lump in head and neck"
3913,36107,"Old detachment, total","Old retinal detachment, total or subtotal"
2739,2713,Disaccharidase def/malab,Intestinal disaccharidase deficiencies and disaccharide malabsorption
5781,6289,Female infertility NOS,"Infertility, female, of unspecified origin"
2745,2722,Mixed hyperlipidemia,Mixed hyperlipidemia
5572,5568,Other ulcerative colitis,Other ulcerative colitis
9874,E9010,Excessive cold: weather,Accident due to excessive cold due to weather conditions
1197,1509,Mal neo esophagus NOS,"Malignant neoplasm of esophagus, unspecified site"
6030,53140,Chr stomach ulc w hem,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction"
2237,28244,Beta thalassemia,Beta thalassemia
12903,66624,Delay p/part hem-postpar,"Delayed and secondary postpartum hemorrhage, postpartum condition or complication"
7909,7611,Premat rupt memb aff NB,Premature rupture of membranes affecting fetus or newborn
7651,80012,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
9262,7771,Meconium obstruction,Meconium obstruction in fetus or newborn
5720,63552,Legal abort w shock-comp,"Legally induced abortion, complicated by shock, complete"
10860,E9570,Injury-jump fm residence,Suicide and self-inflicted injuries by jumping from residential premises
3099,3239,Encephalitis NOS,"Unspecified causes of encephalitis, myelitis, and encephalomyelitis"
13928,V118,Hx-mental disorder NEC,Personal history of other mental disorders
2267,25070,DMII circ nt st uncntrld,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled"
7345,74721,Anomalies of aortic arch,Anomalies of aortic arch
11305,9043,Injury saphenous vein,Injury to saphenous veins
6375,5989,Urethral stricture NOS,"Urethral stricture, unspecified"
5108,49390,Asthma NOS,"Asthma, unspecified type, unspecified"
1157,1452,Malig neo hard palate,Malignant neoplasm of hard palate
1212,1529,Mal neo small bowel NOS,"Malignant neoplasm of small intestine, unspecified site"
10242,86602,Kidney laceration-closed,"Injury to kidney without mention of open wound into cavity, laceration"
568,5313,Postherpes polyneuropath,Postherpetic polyneuropathy
4452,42654,Trifascicular block,Trifascicular block
7518,6938,Dermat d/t int agent NEC,Dermatitis due to other specified substances taken internally
2211,27949,Autoimmune disease NEC,"Autoimmune disease, not elsewhere classified"
11664,E9229,Firearm accident NOS,Accident caused by unspecified firearm missile
5412,460,Acute nasopharyngitis,Acute nasopharyngitis [common cold]
13322,V1044,Hx-female genit malg NEC,Personal history of malignant neoplasm of other female genital organs
5370,4553,Ext hemorrhoid w/o compl,External hemorrhoids without mention of complication
12368,99732,Postproc aspiration pneu,Postprocedural aspiration pneumonia
12993,7856,Enlargement lymph nodes,Enlargement of lymph nodes
1397,1106,Deep dermatophytosis,Deep seated dermatophytosis
1636,261,Nutritional marasmus,Nutritional marasmus
7951,80140,Cl sk base fx/br inj NEC,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
1739,2376,Unc behav neo meninges,Neoplasm of uncertain behavior of meninges
11848,74353,Cong chorioretinal degen,"Chorioretinal degeneration, congenital"
563,529,Varicella uncomplicated,Varicella without mention of complication
14240,8739,Open wnd head NEC-compl,"Other and unspecified open wound of head, complicated"
12795,V5864,Long-term anti-inflamtry,Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
11323,96509,Poisoning-opiates NEC,Poisoning by other opiates and related narcotics
9356,7891,Hepatomegaly,Hepatomegaly
2837,34511,Gen cnv epil w intr epil,"Generalized convulsive epilepsy, with intractable epilepsy"
8191,75560,Lower limb anomaly NOS,Unspecified anomaly of lower limb
13344,8870,"Amput below elb, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication"
3064,319,Intellect disability NOS,Unspecified intellectual disabilities
8532,80182,Opn skl base fx-brf coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
10083,V1541,Hx of physical abuse,History of physical abuse
3467,3439,Cerebral palsy NOS,"Infantile cerebral palsy, unspecified"
1153,1448,Mal neo mouth floor NEC,Malignant neoplasm of other sites of floor of mouth
12618,E9317,Adv eff antiviral drugs,Antiviral drugs causing adverse effects in therapeutic use
9052,77183,Bacteremia of newborn,Bacteremia of newborn
5578,5582,Toxic gastroenteritis,Toxic gastroenteritis and colitis
1595,25010,DMII keto nt st uncntrld,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled"
10787,V6141,Alcoholism in family,Alcoholism in family
5153,5122,Postoperative air leak,Postoperative air leak
6120,5370,Acq pyloric stenosis,Acquired hypertrophic pyloric stenosis
8451,71296,Cryst arthrop NOS-l/leg,"Unspecified crystal arthropathy, lower leg"
4692,3739,Inflammation eyelid NOS,Unspecified inflammation of eyelid
4927,37943,Mydriasis not d/t mydrtc,"Mydriasis (persistent), not due to mydriatics"
9100,80375,Opn skl fx NEC-deep coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
922,1410,Mal neo tongue base,Malignant neoplasm of base of tongue
14315,E8163,Loss control mv-mcyc psg,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle"
9236,77439,Delay conjugat jaund NEC,Other neonatal jaundice due to delayed conjugation from other causes
4986,5693,Rectal & anal hemorrhage,Hemorrhage of rectum and anus
2017,1906,Malign neopl choroid,Malignant neoplasm of choroid
11418,99639,Malfunc gu dev/graft NEC,"Other mechanical complication of genitourinary device, implant, and graft"
8246,7580,Down's syndrome,Down's syndrome
8385,77082,Other apnea of newborn,Other apnea of newborn
676,4089,Bacterial diseases NEC,Other specified bacterial diseases
249,38,Salmonella infection NEC,Other specified salmonella infections
4394,41519,Pulm embol/infarct NEC,Other pulmonary embolism and infarction
5602,61800,Vaginal wall prolpse NOS,Unspecified prolapse of vaginal walls
4554,3941,Rheumatic mitral insuff,Rheumatic mitral insufficiency
4320,40403,Mal hyp ht/kd stg V w hf,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease"
3906,36100,Detachmnt w defect NOS,"Retinal detachment with retinal defect, unspecified"
5829,57431,Choledochlith/ac gb-obst,"Calculus of bile duct with acute cholecystitis, with obstruction"
8055,83650,Dislocat knee NOS-closed,"Dislocation of knee, unspecified, closed"
